issue_date,applicant_id,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default,GDP,Unemployment,InterestRate,CPI,ConsumerSentiment,income_buckets
2015-01-21,201501_45,2015,1,S,1.0,female,white,60+,other,self-employed,49299.07918114375,542,16434.12,0.326,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-26,201501_46,2015,1,MW,1.0,female,hispanic,18-29,highschool,employed,44526.62985583022,530,14843.2,0.31,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-08,201501_47,2015,1,S,1.0,female,white,30-44,other,employed,58896.81688274178,617,19633.58,0.25,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-16,201501_48,2015,1,S,1.0,female,asian,60+,bachelor,self-employed,58720.74230948312,551,19574.89,0.143,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-02,201501_49,2015,1,NE,1.0,female,white,30-44,highschool,unemployed,8895.463126424622,634,2965.35,0.3,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-06,201501_50,2015,1,W,1.0,female,white,30-44,bachelor,employed,59725.02897712756,523,19909.67,0.292,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-21,201501_51,2015,1,S,1.0,male,black,45-59,other,employed,47818.051286567505,645,15940.42,0.398,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-26,201501_52,2015,1,W,1.0,male,black,30-44,bachelor,employed,72468.73616801691,604,24157.86,0.225,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-25,201501_53,2015,1,W,1.0,male,hispanic,30-44,highschool,employed,45616.10170223908,581,15206.38,0.262,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-12,201501_54,2015,1,S,1.0,female,asian,30-44,bachelor,self-employed,70437.82410095181,582,23480.84,0.264,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-05,201501_55,2015,1,W,1.0,male,asian,60+,highschool,employed,46562.312114996865,604,15521.81,0.348,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-02,201501_56,2015,1,NE,1.0,male,white,18-29,highschool,employed,76231.36139988982,602,25412.15,0.29,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-16,201501_57,2015,1,NE,1.0,female,white,30-44,highschool,employed,50473.09128524037,630,16825.49,0.268,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-05,201501_58,2015,1,NE,1.0,male,asian,60+,highschool,employed,57608.07554297211,599,19203.97,0.28,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_59,2015,1,MW,1.0,female,asian,45-59,highschool,employed,59091.08267809399,601,19698.34,0.26,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-12,201501_60,2015,1,MW,1.0,male,other,30-44,highschool,employed,47496.31350461363,578,15833.16,0.217,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-04,201501_61,2015,1,MW,1.0,male,white,30-44,bachelor,employed,71151.2958403356,599,23718.68,0.262,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_62,2015,1,W,1.0,female,white,30-44,highschool,employed,42581.75915585547,599,14194.87,0.322,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-11,201501_63,2015,1,MW,1.0,male,asian,18-29,highschool,employed,56263.44845611067,534,18755.74,0.225,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-16,201501_64,2015,1,MW,1.0,male,white,30-44,phd,employed,137123.83095772934,593,45711.0,0.256,0.1203,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-23,201501_65,2015,1,S,1.0,female,hispanic,30-44,bachelor,employed,73503.4342002248,623,24502.78,0.198,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-06,201501_66,2015,1,NE,1.0,female,hispanic,30-44,bachelor,employed,86015.64808257787,609,28673.8,0.331,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-14,201501_67,2015,1,W,1.0,male,white,18-29,highschool,employed,45686.92070805432,583,15229.99,0.19,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-18,201501_68,2015,1,NE,1.0,female,asian,60+,highschool,employed,45387.93307304628,590,15130.32,0.198,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-12,201501_69,2015,1,W,1.0,male,asian,60+,highschool,employed,57678.32746301305,607,19227.39,0.264,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-27,201501_70,2015,1,S,1.0,male,white,45-59,highschool,employed,42650.68787575635,569,14217.85,0.358,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-11,201501_71,2015,1,NE,1.0,female,hispanic,30-44,highschool,employed,56299.29717251016,562,18767.69,0.242,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-13,201501_72,2015,1,NE,1.0,female,white,30-44,highschool,employed,30217.165484085413,589,10073.06,0.209,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-21,201501_73,2015,1,W,1.0,female,hispanic,45-59,highschool,employed,63241.73913087045,558,21081.99,0.38,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-23,201501_74,2015,1,S,1.0,female,white,45-59,highschool,employed,40274.120350256206,601,13425.6,0.147,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-11,201501_75,2015,1,S,1.0,female,hispanic,18-29,bachelor,self-employed,47942.309787114755,526,15981.84,0.144,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-23,201501_76,2015,1,S,1.0,female,white,60+,highschool,employed,30777.146007222753,619,10259.73,0.268,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-16,201501_77,2015,1,NE,1.0,male,white,45-59,bachelor,employed,57488.52051855296,611,19164.12,0.213,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_78,2015,1,MW,1.0,female,hispanic,60+,bachelor,employed,70948.77950293364,605,23651.17,0.165,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-21,201501_79,2015,1,NE,1.0,male,white,45-59,bachelor,employed,76704.66675418905,638,25569.93,0.298,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_80,2015,1,W,1.0,male,white,30-44,highschool,employed,37027.7989175699,644,12343.42,0.264,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-25,201501_81,2015,1,S,1.0,male,other,30-44,master,employed,66409.31347623008,644,22137.92,0.209,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-04,201501_82,2015,1,MW,1.0,male,other,60+,bachelor,employed,61495.05934935243,532,20499.72,0.148,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-11,201501_83,2015,1,NE,1.0,female,white,45-59,highschool,employed,67594.64505715507,555,22533.05,0.308,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-19,201501_84,2015,1,MW,1.0,female,black,18-29,master,employed,70740.15865396116,584,23581.63,0.342,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_85,2015,1,MW,1.0,female,white,18-29,other,self-employed,19412.75820938789,579,6471.35,0.29,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-04,201501_86,2015,1,S,1.0,male,white,30-44,highschool,employed,39298.566028510126,605,13100.4,0.376,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-21,201501_87,2015,1,S,1.0,male,white,45-59,highschool,self-employed,34795.44908800691,559,11599.26,0.172,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-13,201501_88,2015,1,W,1.0,male,black,60+,master,employed,55264.32115707956,605,18422.67,0.13,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-22,201501_89,2015,1,MW,1.0,male,asian,18-29,master,employed,102653.14410913928,599,34220.0,0.25,0.0304,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-19,201501_90,2015,1,NE,1.0,female,asian,30-44,highschool,self-employed,48184.66667999419,569,16062.63,0.244,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-02,201501_91,2015,1,S,1.0,female,asian,30-44,highschool,employed,56077.06626495426,545,18693.6,0.264,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-14,201501_92,2015,1,S,1.0,female,white,60+,bachelor,employed,85607.224012457,575,28537.65,0.22,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-04,201501_93,2015,1,S,1.0,male,white,45-59,bachelor,employed,77574.72088325572,557,25859.97,0.272,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-16,201501_94,2015,1,S,1.0,female,white,45-59,bachelor,employed,62058.20888122856,563,20687.45,0.16,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-21,201501_95,2015,1,MW,1.0,female,white,30-44,bachelor,employed,56358.02946780238,631,18787.26,0.348,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-20,201501_96,2015,1,S,1.0,female,white,30-44,bachelor,employed,93662.11035075012,578,31222.79,0.242,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-14,201501_97,2015,1,MW,1.0,female,hispanic,30-44,master,employed,81468.18725838943,703,27157.88,0.326,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-27,201501_98,2015,1,NE,1.0,male,white,18-29,highschool,employed,49191.12161677569,608,16398.14,0.322,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-01-15,201501_99,2015,1,NE,1.0,male,white,45-59,highschool,employed,48767.986674509484,597,16257.08,0.28,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-16,201502_0,2015,2,S,1.0,female,black,30-44,master,employed,64043.87639896687,592,21349.38,0.28,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-06,201502_1,2015,2,S,1.0,male,white,18-29,bachelor,employed,65356.32414796847,636,21786.9,0.36,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-08,201502_2,2015,2,NE,1.0,female,hispanic,45-59,highschool,employed,38373.77144322921,584,12792.11,0.219,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-13,201502_3,2015,2,S,1.0,female,white,45-59,bachelor,employed,67728.36610660305,571,22577.63,0.205,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-16,201502_4,2015,2,MW,1.0,male,white,45-59,highschool,employed,43523.01034792027,598,14508.64,0.236,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-03,201502_5,2015,2,W,1.0,male,black,30-44,highschool,employed,51859.52704879601,624,17287.66,0.262,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-19,201502_6,2015,2,W,1.0,male,white,18-29,master,self-employed,89248.47064996982,599,29751.48,0.252,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-12,201502_7,2015,2,S,1.0,male,other,30-44,bachelor,employed,51957.11027929288,546,17320.19,0.22,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-16,201502_8,2015,2,NE,1.0,male,asian,30-44,master,employed,110245.53308083175,705,36750.97,0.276,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-27,201502_9,2015,2,W,1.0,female,white,18-29,highschool,employed,47423.00376912299,542,15808.72,0.308,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-11,201502_10,2015,2,S,1.0,female,white,45-59,master,employed,84200.74009888018,604,28068.79,0.234,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-10,201502_11,2015,2,NE,1.0,male,white,60+,highschool,employed,56091.89944971757,602,18698.55,0.116,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-25,201502_12,2015,2,MW,1.0,male,white,45-59,bachelor,employed,75110.05491481726,593,25038.36,0.248,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-20,201502_13,2015,2,S,1.0,male,asian,45-59,other,employed,57071.723593764335,592,19025.18,0.18,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-04,201502_14,2015,2,NE,1.0,female,white,60+,master,employed,90216.78628859679,640,30074.27,0.306,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-12,201502_15,2015,2,W,1.0,male,white,18-29,bachelor,employed,83825.50722554978,523,27943.7,0.276,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-23,201502_16,2015,2,MW,1.0,female,asian,30-44,highschool,employed,59108.35099588816,551,19704.1,0.178,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-02,201502_17,2015,2,NE,1.0,female,white,60+,master,employed,91743.13656780217,622,30583.09,0.233,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-24,201502_18,2015,2,W,1.0,female,black,18-29,bachelor,employed,62883.908007281105,578,20962.7,0.386,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-22,201502_19,2015,2,MW,1.0,female,white,45-59,master,employed,70329.99996853064,615,23444.9,0.292,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-19,201502_20,2015,2,S,1.0,male,other,30-44,master,employed,90893.37521399265,628,30299.82,0.262,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-25,201502_21,2015,2,NE,1.0,female,white,30-44,highschool,employed,46640.04734339291,516,15547.72,0.154,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-05,201502_22,2015,2,NE,1.0,male,white,45-59,highschool,employed,58004.69088579266,640,19336.19,0.362,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-08,201502_23,2015,2,S,1.0,male,white,60+,bachelor,employed,67339.21183347979,582,22447.9,0.194,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-07,201502_24,2015,2,S,1.0,female,white,45-59,highschool,self-employed,35769.04640786518,555,11923.81,0.312,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-14,201502_25,2015,2,S,1.0,female,asian,18-29,highschool,employed,30624.82232051164,590,10208.96,0.274,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-24,201502_26,2015,2,S,1.0,female,asian,45-59,other,employed,27998.992798880176,585,9333.62,0.306,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-23,201502_27,2015,2,S,1.0,male,black,18-29,bachelor,employed,24505.37749127926,617,8169.0,0.39,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-03,201502_28,2015,2,NE,1.0,male,white,30-44,master,unemployed,13592.123105901019,595,4531.01,0.292,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-18,201502_29,2015,2,MW,1.0,female,white,30-44,bachelor,employed,93994.45597248226,652,31333.58,0.3,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-16,201502_30,2015,2,W,1.0,male,white,30-44,bachelor,employed,65182.09538330854,565,21728.82,0.24,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-23,201502_31,2015,2,S,1.0,female,white,30-44,highschool,employed,12771.305365239094,580,4257.39,0.218,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-19,201502_32,2015,2,S,1.0,female,hispanic,60+,highschool,employed,48532.19018568579,547,16178.48,0.248,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-19,201502_33,2015,2,MW,1.0,female,white,45-59,highschool,employed,70649.0802308755,604,23551.27,0.223,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-18,201502_34,2015,2,MW,1.0,male,white,30-44,bachelor,employed,71974.53759469948,597,23993.12,0.42,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-20,201502_35,2015,2,S,1.0,male,white,18-29,master,self-employed,79767.08560606545,609,26590.8,0.228,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-16,201502_36,2015,2,W,1.0,male,asian,60+,bachelor,employed,87983.00206560465,603,29329.63,0.308,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-08,201502_37,2015,2,S,1.0,female,asian,60+,bachelor,employed,54854.351500240475,619,18286.01,0.274,0.01,1,18063.529,5.7,1.88,234.747,98.1,
2015-02-01,201502_38,2015,2,W,1.0,male,hispanic,45-59,bachelor,employed,54613.040119234356,539,17603.03,0.264,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-17,201502_39,2015,2,S,1.0,female,white,18-29,highschool,unemployed,8754.536724037218,548,2821.79,0.401,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-12,201502_40,2015,2,NE,1.0,male,white,18-29,bachelor,employed,69123.03146441709,605,22279.93,0.318,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-21,201502_41,2015,2,MW,1.0,female,hispanic,18-29,highschool,unemployed,8754.536724037218,533,2821.79,0.252,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-11,201502_42,2015,2,NE,1.0,male,black,18-29,highschool,employed,48648.13983765694,594,15680.4,0.318,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-05,201502_43,2015,2,NE,1.0,male,white,30-44,highschool,employed,41892.23101820471,592,13502.82,0.234,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-27,201502_44,2015,2,W,1.0,male,asian,60+,bachelor,employed,99278.82111866843,571,31999.83,0.272,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-12,201502_45,2015,2,MW,1.0,female,asian,30-44,master,employed,95325.52402702406,578,30725.59,0.304,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-17,201502_46,2015,2,S,1.0,female,black,18-29,highschool,employed,45281.090297737705,499,14595.13,0.238,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-06,201502_47,2015,2,NE,1.0,female,black,30-44,highschool,employed,40517.834411556294,546,13059.82,0.331,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-01,201502_48,2015,2,MW,1.0,male,white,18-29,bachelor,employed,62804.718163115846,604,20243.39,0.28,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-05,201502_49,2015,2,NE,1.0,male,white,18-29,highschool,employed,49017.67977594946,603,15799.52,0.328,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-25,201502_50,2015,2,NE,1.0,female,white,30-44,phd,employed,123181.37650899088,648,39704.17,0.29,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-14,201502_51,2015,2,S,1.0,male,hispanic,30-44,bachelor,employed,58853.839512241466,570,18969.93,0.274,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-05,201502_52,2015,2,MW,1.0,male,hispanic,45-59,bachelor,employed,69112.75582693724,601,22276.62,0.24,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-22,201502_53,2015,2,S,1.0,female,hispanic,60+,bachelor,employed,56661.375221415394,610,18263.25,0.204,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-24,201502_54,2015,2,NE,1.0,female,white,30-44,highschool,employed,44215.126963048024,551,14251.54,0.228,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-27,201502_55,2015,2,NE,1.0,female,asian,30-44,bachelor,self-employed,65006.36377433125,609,20953.03,0.358,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-01,201502_56,2015,2,MW,1.0,female,asian,45-59,bachelor,employed,84048.23622790465,636,27090.66,0.186,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-18,201502_57,2015,2,S,1.0,male,black,30-44,phd,employed,92647.86142461003,605,29862.52,0.198,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-16,201502_58,2015,2,S,1.0,male,asian,18-29,highschool,self-employed,29878.763282790107,626,9630.61,0.244,0.01,1,18063.529,5.5,1.98,235.342,95.4,
2015-02-09,201502_59,2015,2,MW,1.0,female,hispanic,45-59,bachelor,employed,69959.625936937,586,22549.58,0.256,0.01,1,18063.529,5.5,1.98,235.342,95.4,
